userId,movieId,tag,timestamp
2,60756.0,['funny'],1445714994
2,60756.0,"['Highly', 'quotable']",1445714996
2,60756.0,"['will', 'ferrell']",1445714992
2,89774.0,"['Boxing', 'story']",1445715207
2,89774.0,['MMA'],1445715200
2,89774.0,"['Tom', 'Hardy']",1445715205
2,106782.0,['drugs'],1445715054
2,106782.0,"['Leonardo', 'DiCaprio']",1445715051
2,106782.0,"['Martin', 'Scorsese']",1445715056
7,48516.0,"['way', 'too', 'long']",1169687325
18,431.0,"['Al', 'Pacino']",1462138765
18,431.0,['gangster'],1462138749
18,431.0,['mafia'],1462138755
18,1221.0,"['Al', 'Pacino']",1461699306
18,1221.0,['Mafia'],1461699303
18,5995.0,['holocaust'],1455735472
18,5995.0,"['true', 'story']",1455735479
18,44665.0,"['twist', 'ending']",1456948283
18,52604.0,"['Anthony', 'Hopkins']",1457650696
18,52604.0,"['courtroom', 'drama']",1457650711
18,52604.0,"['twist', 'ending']",1457650682
18,88094.0,['britpop'],1457444500
18,88094.0,"['indie', 'record', 'label']",1457444592
18,88094.0,['music'],1457444609
18,144210.0,"['dumpster', 'diving']",1455060381
18,144210.0,['Sustainability'],1455060452
21,1569.0,"['romantic', 'comedy']",1419805413
21,1569.0,['wedding'],1419805419
21,118985.0,['painter'],1419805477
21,119141.0,['bloody'],1419793962
49,109487.0,"['black', 'hole']",1493093306
49,109487.0,['sci-fi'],1493093332
49,109487.0,['time-travel'],1493093356
62,2.0,['fantasy'],1528843929
62,2.0,"['magic', 'board', 'game']",1528843932
62,2.0,"['Robin', 'Williams']",1528843907
62,110.0,"['beautiful', 'scenery']",1528152541
62,110.0,['epic'],1528152532
62,110.0,['historical'],1528152523
62,110.0,['inspirational'],1528152527
62,110.0,['Medieval'],1528152528
62,110.0,"['mel', 'gibson']",1528152521
62,110.0,"['Oscar', '(Best', 'Cinematography)']",1528152539
62,110.0,['revenge'],1528152531
62,110.0,"['sword', 'fight']",1528152535
62,410.0,"['black', 'comedy']",1525636607
62,410.0,"['Christina', 'Ricci']",1525636685
62,410.0,"['Christopher', 'Lloyd']",1525636622
62,410.0,"['dark', 'comedy']",1525636610
62,410.0,['family'],1525636708
62,410.0,['gothic'],1525636609
62,2023.0,"['Al', 'Pacino']",1525636728
62,2023.0,"['Andy', 'Garcia']",1525636768
62,2023.0,['Classic'],1525636752
62,2023.0,"['Francis', 'Ford', 'Coppola']",1525636752
62,2023.0,['mafia'],1525636733
62,2124.0,"['black', 'comedy']",1525636847
62,2124.0,"['Christina', 'Ricci']",1525636867
62,2124.0,"['Christopher', 'Lloyd']",1525636859
62,2124.0,['Family'],1525636855
62,2124.0,['gothic'],1525636849
62,2124.0,['quirky'],1525636846
62,2953.0,['family'],1525636883
62,2953.0,['funny'],1525636885
62,2953.0,"['Macaulay', 'Culkin']",1525636890
62,2953.0,['sequel'],1525636887
62,3114.0,['animation'],1525636903
62,3114.0,['Disney'],1525636902
62,3114.0,['funny'],1525636913
62,3114.0,['original'],1525636917
62,3114.0,['Pixar'],1525636901
62,3114.0,['sequel'],1525636910
62,3114.0,"['Tom', 'Hanks']",1525636925
62,3578.0,"['ancient', 'Rome']",1528152504
62,3578.0,['Epic'],1528152469
62,3578.0,['history'],1528152467
62,3578.0,"['imdb', 'top', '250']",1528152498
62,3578.0,['revenge'],1528152496
62,3578.0,['Rome'],1528152463
